"","IDEN3","SERIE","CANSIS","GROUPE","PARCELLE","COMTE","Culture_1","COMMENTA","Duree_1","Duree_1b","Culture_2","Duree_2","Culture_3","Duree_3","Duree_rotation","Dist_Site","Nbre_site","xcoord","ycoord"
"508","MLB45","MELBOURNE","MLB",1,"45","ARTHABASKA","3-maïs-grain",NA,3,NA,NA,NA,NA,NA,NA,681,7,-8021936.85,5775353.76
"509","MLB46","MELBOURNE","MLB",1,"46","ARTHABASKA","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,736,7,-8021859.432,5775505.349
"510","MLB50","MELBOURNE","MLB",1,"50","ARTHABASKA","3-maïs-grain",NA,10,NA,NA,NA,NA,NA,NA,1033,7,-8019913.345,5771788.736
"511","MLB52","MELBOURNE","MLB",1,"52","ARTHABASKA","1-prairie",NA,6,NA,NA,NA,NA,NA,NA,1063,7,-8023002.3,5776247.801
"512","MOI007","MORIN","MOI",2,"007","PONTIAC","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,132,7,-8497953.827,5724082.164
"513","MOI021","MORIN","MOI",2,"021","PONTIAC","1-prairie",NA,10,NA,NA,NA,NA,NA,NA,856,7,-8487430.31,5711782.222
"514","MOI030","MORIN","MOI",2,"030","PORTNEUF","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,839,7,-7983470.457,5904165.717
"515","MOI031","MORIN","MOI",2,"031","PORTNEUF","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,619,7,-7983657.556,5904138.328
"516","MOI032","MORIN","MOI",2,"032","PORTNEUF","4-pommes de terre",NA,1,NA,"céréales",1,NA,NA,NA,334,7,-7976215.95,5915083.049
"517","MOI033","MORIN","MOI",2,"033","PORTNEUF","4-pommes de terre",NA,3,NA,"céréales",1,NA,NA,NA,35,7,-7975848.006,5915539.002
"518","MOI099","MORIN","MOI",2,"099","PORTNEUF","2-céréales",NA,7,"7-8 ans",NA,NA,NA,NA,NA,129,7,-7993000.539,5921007.523
"519","MOI100","MORIN","MOI",2,"100","PORTNEUF","2-céréales",NA,8,NA,NA,NA,NA,NA,NA,127,7,-7995616.281,5919834.324
"520","MOU043","MOREAU","MOU",2,"043","LAC ST-JEAN OUEST","1-prairie",NA,3,NA,NA,NA,NA,NA,NA,119,7,-8023133.952,6238722.363
"521","MOU046","MOREAU","MOU",2,"046","LAC ST-JEAN OUEST","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,1521,7,-8022015.751,6238433.699
"522","MOU077","MOREAU","MOU",2,"077","LAC ST-JEAN OUEST","4-pommes de terre",NA,1,NA,NA,NA,NA,NA,NA,1322,7,-8016620.391,6234425.412
"523","MOU078","MOREAU","MOU",2,"078","LAC ST-JEAN OUEST","4-pommes de terre",NA,1,NA,NA,NA,NA,NA,NA,985,7,-8022237.912,6236932.584
"524","MSU08","MASSUEVILLE","MSU",2,"08","ST-HYACINTHE","1-prairie",NA,2,"2-3 ans",NA,NA,NA,NA,NA,70,7,-8128230.611,5746105.732
"525","MSU09","MASSUEVILLE","MSU",2,"09","ST-HYACINTHE","3-maïs-grain",NA,8,"8-9 ans",NA,NA,NA,NA,NA,55,7,-8127671.071,5745783.706
"526","MSU16","MASSUEVILLE","MSU",2,"16","ST-HYACINTHE","3-maïs-grain",NA,9,"8-10 ans",NA,NA,NA,NA,NA,405,7,-8132455.905,5738115.883
"527","MSU42","MASSUEVILLE","MSU",2,"42","RICHELIEU","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,668,7,-8140259.053,5765496.802
"528","MTN052","MILTON","MTN",3,"052","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,520,7,-8109854.332,5648483.418
"529","MTN054","MILTON","MTN",3,"054","MISSISQUOI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,544,7,-8110598.018,5648943.156
"530","MTN055","MILTON","MTN",3,"055","MISSISQUOI","3-maïs-grain",NA,NA,NA,NA,NA,NA,NA,NA,1875,7,-8120502.109,5653695.172
"531","MTN059","MILTON","MTN",3,"059","MISSISQUOI","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,771,7,-8122409.68,5653648.692
"532","MWO011","MAWCOOK","MWO",3,"011","LEVIS","3-maïs-grain",NA,5,NA,NA,NA,NA,NA,NA,727,7,-7905419.589,5888707.273
"533","MWO012","MAWCOOK","MWO",3,"012","LEVIS","5-maïs-ensilage",NA,4,NA,NA,NA,NA,NA,NA,1595,7,-7907227.099,5889558.278
"534","MWO029","MAWCOOK","MWO",3,"029","LEVIS","1-prairie",NA,7,NA,NA,NA,NA,NA,NA,835,7,-7905971.091,5887896.311
"535","MWO030","MAWCOOK","MWO",3,"030","LEVIS","1-prairie",NA,8,NA,NA,NA,NA,NA,NA,1010,7,-7905828.609,5888128.445
"536","MWO059","MAWCOOK","MWO",3,"059","LEVIS","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,1103,7,-7906349.406,5887765.93
"537","MWO061","MAWCOOK","MWO",3,"061","LEVIS","2-céréales",NA,2,NA,NA,NA,NA,NA,NA,961,7,-7906263.38,5887927.95
"538","NED003","NEDELEC","NED",1,"003","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,44,7,-8829781.033,6006721.545
"539","NED046","NEDELEC","NED",1,"046","TEMISCAMINGUE","1-prairie",NA,NA,NA,NA,NA,NA,NA,NA,30,7,-8825892.181,6012704.362
"540","NED086","NEDELEC","NED",1,"086","TEMISCAMINGUE","2-céréales",NA,NA,NA,NA,NA,NA,NA,NA,50,7,-8828448.15,5976614.087
"541","NEI074","NEIGETTE","NEI",2,"074","RIMOUSKI","2-céréales",NA,4,NA,"pommes de terre",2,NA,NA,NA,745,7,-7604398.153,6192765.159
"542","NEI075","NEIGETTE","NEI",2,"075","RIMOUSKI","2-céréales",NA,3,NA,"pommes de terre",2,"céréales",1,NA,485,7,-7604834.407,6193107.84
"543","NEI076","NEIGETTE","NEI",2,"076","RIMOUSKI","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,409,7,-7604489.396,6193353.968
"544","NEI077","NEIGETTE","NEI",2,"077","RIMOUSKI","1-prairie",NA,4,NA,NA,NA,NA,NA,NA,709,7,-7603976.42,6192977.751
"545","NMD028","NORMANDIN","NMD",1,"028","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,3,NA,NA,NA,NA,NA,NA,24,7,-8070109.765,6215523.228
"546","NMD029","NORMANDIN","NMD",1,"029","LAC ST-JEAN OUEST","5-maïs-ensilage",NA,5,NA,NA,NA,NA,NA,NA,1151,7,-8072969.144,6214490.715
"547","NMD031","NORMANDIN","NMD",1,"031","LAC ST-JEAN OUEST","1-prairie",NA,4,"4-5 ans",NA,NA,NA,NA,NA,1589,7,-8073055.98,6214545.428
"548","NMD032","NORMANDIN","NMD",1,"032","LAC ST-JEAN OUEST","1-prairie",NA,3,"3-4 ans",NA,NA,NA,NA,NA,1434,7,-8067743.479,6213044.858
